Job Title,Company,Location,Posting Date,Extract Date,Salary,Summary,JobUrl
"(Senior) Business Analyst, Strategic Accounts (APAC)",foodpanda Singapore,Singapore,Posted5 days ago,2022-05-18,,"Be passionate about working with big data to define, implement and monitor business KPIs, as well as to provide data driven insights to the business.",https://sg.indeed.com/rc/clk?jk=ea28fc0135ee22fe&fccid=8bf6fce5822c5030&vjs=3
KYC Analyst,Crédit Agricole CIB,Singapore,Posted30+ days ago,2022-05-18,,"Experience in research & analysis of data and documents.
Input client's data and upload documents into KYC system.
Perform name screening and background checks.",https://sg.indeed.com/rc/clk?jk=25b90cb2b1155266&fccid=7077ed64aecd53a3&vjs=3
Business Management Analyst,Partners Group,Singapore,Posted30+ days ago,2022-05-18,,"Analyze data to produce management reports, presentations and related documents.
In this position, you will provide business support and solutions to the senior…",https://sg.indeed.com/rc/clk?jk=d850dcab4495eedb&fccid=d4a71bf505493fd3&vjs=3
Marketing Data Analyst (S/Manager),M1 Limited,Jurong,Posted30+ days ago,2022-05-18,,"Provide actionable insights with business goal in mind by analysing multiple data sources including internal sales data, paid performance data, web/app…",https://sg.indeed.com/rc/clk?jk=be64cd9237d2e252&fccid=7c2fe915712c3183&vjs=3
(Senior) Data Analyst (Data Analysis and Communications team),SWAT Mobility Pte. Ltd.,Singapore,Posted30+ days ago,2022-05-18,,"Support cross functional teams with ad-hoc analysis and data investigation.
Champion of data visualization with strong presentation and story-telling skills.",https://sg.indeed.com/rc/clk?jk=520588797cee1511&fccid=81d0cdcd2f844676&vjs=3
Senior Business Analyst,Titansoft Pte Ltd,Central Singapore,Posted30+ days ago,2022-05-18,,"Deep interest and aptitude in product, data, and applied knowledge of measurement, statistics and program evaluation.
Experience in scripting with SQL.",https://sg.indeed.com/rc/clk?jk=a1975381631616df&fccid=edc15bd85c69527e&vjs=3
T24 Business Analyst,Thakral One,Singapore,Posted30+ days ago,2022-05-18,,"To capture data requirement for different work streams.
To handle data migration activities from current core banking perform to T24, including data mapping,…",https://sg.indeed.com/rc/clk?jk=02359e633fe87bf0&fccid=4e85708068ce4508&vjs=3
Research Associate (Data Analytics),National University of Singapore,Temporarily Remote in Singapore 119077,Posted15 days ago,2022-05-18,,"Experience with electronic medical records, clinical trial data, survey data, and observational data.
The Health Intervention and Policy Evaluation Research…",https://sg.indeed.com/rc/clk?jk=b7ee308356857c18&fccid=b4c06e8a712feddf&vjs=3
HRIS Analyst APAC,AlignTech,Singapore,Posted30+ days ago,2022-05-18,,"Help maintain data integrity by running queries and analyzing data.
Execute mass loading of data thru Workday EIB.
Bachelor’s degree or equivalent experience.",https://sg.indeed.com/rc/clk?jk=25f212df045b8b27&fccid=5d6a5521c3a684d6&vjs=3
Revenue Management Analyst,SATS,Singapore,PostedJust posted,2022-05-18,,"Experience in working with ERP system to extract relevant finance data.
Strong background in quantitative and critical thinking, and data analysis.",https://sg.indeed.com/rc/clk?jk=9523db3fbda24317&fccid=86dd490bef83df85&vjs=3
"Region Market Analyst, Manager",EY,Singapore,Posted2 days ago,2022-05-18,,"Review and interpret key accounts financial performance, pipeline reporting and analysis leveraging firm tools and data.
University graduate in any discipline.",https://sg.indeed.com/rc/clk?jk=a7add2543d8c8f55&fccid=1544766d4c2915b0&vjs=3
Fraud & Risk Analyst,GO-JEK,Singapore,Posted30+ days ago,2022-05-18,,"Should be able to work independently, take quick decisions & recommend effective solutions on a day-to-day basis, always backed by strong data points.",https://sg.indeed.com/rc/clk?jk=8422fe7d342f14df&fccid=35c79097c1f63f3d&vjs=3
"Regional Head of Consumer Data, Reporting & Analytics",Chubb INA Holdings Inc.,Singapore,PostedJust posted,2022-05-18,,"Prior experience in overseeing a data/reporting team working closely with the business.
Oversee “Hunter” strategy, both directly and by building local resources…",https://sg.indeed.com/rc/clk?jk=b5e4183da531e590&fccid=a4b25052cb0c9989&vjs=3
Data analyst,Quess Corp Limited,Singapore,Posted30+ days ago,2022-05-18,,"Discover the data acquisition opportunities and manage the data sourcing process, create and maintain optimal data pipeline architecture.",https://sg.indeed.com/rc/clk?jk=4494f470791bad6e&fccid=0c17f90fab932792&vjs=3
Data Analyst,Spring Professional (Singapore) Pte. Ltd.,Singapore,Posted26 days ago,2022-05-18,,"Experienced in data analyzing, visualization and reporting;
Skilled in data manipulation with SQL, python or other programming-languages/tools;",https://sg.indeed.com/rc/clk?jk=f42c1114a49f19ef&fccid=5b9b13c05b84001b&vjs=3
Research Intern - Cancer Biology (Quantitative Biosciences),MSD,Singapore,Posted30+ days ago,2022-05-18,,"Here, we are focused on identifying and validating new drug targets, exploring innovative therapeutic modalities and leveraging clinical studies and patient…",https://sg.indeed.com/rc/clk?jk=6361a9bfb1cd4006&fccid=3c0bf511b4a29309&vjs=3
TikTok LIVE-Senior Operations Strategy Analyst,TikTok,Singapore,Posted30+ days ago,2022-05-18,,"Understand and identify LIVE core metrics, establish core metrics monitoring system, and leverage learnings from data analysis to identify Livestream operation…",https://sg.indeed.com/rc/clk?jk=369b305fbc9d718b&fccid=caed318a9335aac0&vjs=3
Customer Analyst,FairPrice,Singapore,Posted21 days ago,2022-05-18,,"Must be highly technical with strong data analytics competencies.
Drive transformational change within the organization towards customercentricity and data…",https://sg.indeed.com/rc/clk?jk=de99de190a24f1ab&fccid=38a20307b3a61541&vjs=3
IT Risk & Control Analyst,ANTAES ASIA PTE. LTD.,Singapore,Posted5 days ago,2022-05-18,"$8,000 - $10,000 a month","Familiar with data governance and protection.
Manage Operational Risk incidents linked to ICT according to the client’s group procedure.",https://sg.indeed.com/rc/clk?jk=8f60780e2b00881b&fccid=a63866efd5459cb0&vjs=3
Data Analyst - Product Management (Supply Chain),Shopee,Singapore,Posted30+ days ago,2022-05-18,,"Conduct in-depth close-loop data analysis based on user behaviour data and drive product iterations.
The Data Analytics team plays a critical role in conducting…",https://sg.indeed.com/rc/clk?jk=5684cd25fb167325&fccid=0b476c4a7add47fe&vjs=3
Customer Analyst,FairPrice,Singapore,Posted21 days ago,2022-05-18,,"Must be highly technical with strong data analytics competencies.
Drive transformational change within the organization towards customercentricity and data…",https://sg.indeed.com/rc/clk?jk=de99de190a24f1ab&fccid=38a20307b3a61541&vjs=3
IT Risk & Control Analyst,ANTAES ASIA PTE. LTD.,Singapore,Posted5 days ago,2022-05-18,"$8,000 - $10,000 a month","Familiar with data governance and protection.
Manage Operational Risk incidents linked to ICT according to the client’s group procedure.",https://sg.indeed.com/rc/clk?jk=8f60780e2b00881b&fccid=a63866efd5459cb0&vjs=3
Data Analyst - Product Management (Supply Chain),Shopee,Singapore,Posted30+ days ago,2022-05-18,,"Conduct in-depth close-loop data analysis based on user behaviour data and drive product iterations.
The Data Analytics team plays a critical role in conducting…",https://sg.indeed.com/rc/clk?jk=5684cd25fb167325&fccid=0b476c4a7add47fe&vjs=3
Senior Business Systems Analyst,"Advanced Micro Devices, Inc.",Singapore,PostedToday,2022-05-18,,"Proficient with Excel and data analysis skill.
Ability to conduct data analysis, synthesize results and make recommendations for management reporting purpose.",https://sg.indeed.com/rc/clk?jk=adaa7fa4cdfc97e3&fccid=b45c4b5a9c9a7448&vjs=3
Business Systems Analyst - 1Year Contract,Xilinx,Singapore,Posted30+ days ago,2022-05-18,,They are a team player possessing strong analytical as well as technical skills and are able to communicate the logic behind technical decisions.,https://sg.indeed.com/rc/clk?jk=5ba30dd90b4efb01&fccid=7ae83685be939814&vjs=3
Data Privacy Analyst,PROGRAM PLANNING PROFESSIONALS PTE LTD,Singapore,Posted19 days ago,2022-05-18,"$8,000 - $10,000 a month","Knowledge of data governance, and experience with data mapping software a strong plus;
Is passionate about learning and is interested in data protection and…",https://sg.indeed.com/rc/clk?jk=544167725c4c3113&fccid=6208547e9c2e84fc&vjs=3
Singapore Marketing (Partnerships - Bank) Analyst,Shopee,Singapore,Posted30+ days ago,2022-05-18,,"Strong with Microsoft Excel, with demonstrated interest and / or experience in handling data.
Support on data analytics, reporting, and drawing insights from…",https://sg.indeed.com/rc/clk?jk=905d70664af38b23&fccid=0b476c4a7add47fe&vjs=3
IFS Business Analyst (Contract),Page Personnel,Singapore,Posted30+ days ago,2022-05-18,"$6,000 - $8,000 a month","Assist with data standardization and cleanup in preparation for data migration.
Assist in setup and configuration master data in new company and sites as part…",https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BgenUtAy7N8vpHOUDnMIJ_LW6qlj4SiUZjYZ0pCX0SCeObUAX_MtiNFXEPPh4YjND9mhY54n6j5n5Ptsp4lktsWfPQdGk5UZ4ICFkyIVouvUKU_wVcVCjAICOACptt75Y3a-mO7E4BTgNENvDCgn4AmXBLomRDOjERTea4D_Y1smSDljfQQPW6zbPmq2wmPgDT_BRkVMK0shsd4JJT_dkvVKnXGF9vbdz_Rm3UG4mO-ktc2f30EKPVEK7ij0FaCI33yGdZ9FqYnujVO5ouAK7bHfTj8jsM8kbXRWCCpp0qqE8Q7cvQ1aY7eZqVr3RXTFCzqZ0bmFp2M3ExWy8Fz3ahBdLrIWYgWh6bt9GZffVbtCjFG_fzwZD0iLdFCJRPLnmN1UMhha6QZBFkjBPvUQBPOV4WQ1zO0gMqi8k7dguH2vK3TTSNWwP0Xqar0gCkiWQQ4-5D-twzSv_m1m9j72HX7-QzijZhUZaaDAb6HMCnHTDLbi2F9bWUyDlyJiD3YDJsp7Fv8g8StqsXijJ5NH_WTsBDEPSUSzLyeFHkhXvi1qOXFmGnDNoCilILRFaJNDwi60_KO5jxDVlBmQjMA9ySAh1uCmOk14xPlgtfrpsySgH3ed79Y3SsUloOrhJEqTTHKiViyJLvV6KXZtTSLFnOzl-XFTCd7U3jnt-cHGzRAH2iGdVGQwoh03lLzjtxGDvqppGOsMKwTTr43ccyEKbD&p=7&fvj=0&vjs=3
Senior Data Analyst,Grocery Logistics of Singapore Pte Ltd,Singapore,PostedToday,2022-05-18,,"End to end experience in developing data analytic project with WMS systems /SAP S/4 from data extraction, modelling to visualization.",https://sg.indeed.com/rc/clk?jk=131997c4ac9746cd&fccid=7446ac349f9ab14c&vjs=3
Business Analyst (Renewable Energy) Intern,Envision Digital International Pte Ltd,Remote in Singapore,Posted30+ days ago,2022-05-18,"$1,800 a month","Understand data requirements to enable analytics project delivery (key data parameters and interdependencies);
Immediate Start, For At Least 5 Months.",https://sg.indeed.com/rc/clk?jk=e0611cb52ee57e7f&fccid=1f1ffc710aca1181&vjs=3
Supply Chain Tier 1 Support Analyst,Accenture,Singapore,Posted30+ days ago,2022-05-18,,"Data setup: set up inventory test data in the system(s) to support UAT.
Proficient in SQL, write queries to pull data and build ad-hoc reports for analysis…",https://sg.indeed.com/rc/clk?jk=2bc299d51e9744de&fccid=a4e4e2eaf26690c9&vjs=3
Senior Business Research Analyst,Fireblocks,Singapore,Posted30+ days ago,2022-05-18,,"The ideal candidate will provide a strong mix of financial markets and information systems knowledge, including how financial markets operate, data analysis,…",https://sg.indeed.com/rc/clk?jk=2aa9802f8977edc9&fccid=50650409f9b5a8a1&vjs=3
Graduate Technology Associate Programme - Business Analyst - CBI - Intake JUL 22,Crédit Agricole CIB,Singapore,Posted12 days ago,2022-05-18,,"Keep up-to date the existing documentation (data dictionary, user guide etc.).
The Corporate Banking IT (CBI) team oversees the supporting operations across…",https://sg.indeed.com/rc/clk?jk=83ef04ebb50fb5a3&fccid=7077ed64aecd53a3&vjs=3
Refining Market Analyst,FGE-FACTS Global Energy,Singapore,Posted14 days ago,2022-05-18,,"Excellent numeracy/written skills and comfortable working with large data sets.
The entrepreneurial spirit of FGE’s consultants allows for a dynamic working…",https://sg.indeed.com/rc/clk?jk=531f230d8b4a7739&fccid=452e6546f1569d10&vjs=3
Property Research Analyst (Full Time),PropertyLimBrothers,Singapore,Posted30+ days ago,2022-05-18,"$5,000 - $8,000 a month","Technical expertise regarding data models, database design development, data mining and segmentation techniques.",https://sg.indeed.com/rc/clk?jk=14a7e028d7748212&fccid=eb5f1fc00bb1a919&vjs=3
Business Analyst,Allianz Singapore,Singapore,Posted7 days ago,2022-05-18,,"Understand and analyze the requirements along with the functional data flow.
At least 5 years’ experience in insurance industry as a business analyst in P&C.",https://sg.indeed.com/rc/clk?jk=f10dabbaa214582d&fccid=bf422d4af99309b2&vjs=3
Senior Data Analyst,JLL,Singapore,Posted20 days ago,2022-05-18,,"Enhance centralized data lake with regional data and maintain data sanity checks.
Develop and maintain automated processes for data pipelines from Azure data…",https://sg.indeed.com/rc/clk?jk=9f0f1b91896b2143&fccid=9917de3c28f569f6&vjs=3
Research Analyst,JLL,Singapore,Posted30+ days ago,2022-05-18,,"Establish, maintain and review the database management system for the data bank of a specific asset class.
Ensure smooth day-to-day operations of the Research &…",https://sg.indeed.com/rc/clk?jk=7b41f1be13bb0e0c&fccid=9917de3c28f569f6&vjs=3
"Associate, Business Analyst - Employee Digital Ecosystem, Transformation Group",DBS Bank,Singapore,Posted13 days ago,2022-05-18,,"Review test data for completeness and coverage.
Engage stakeholders, gather, clarify and study business requirements.
Agile experience is highly preferred.",https://sg.indeed.com/rc/clk?jk=15de7f371b37d10f&fccid=cc1f9ea511d140fe&vjs=3
Pricing Trading Analyst Internship,Wego Pte Ltd,Singapore,Posted30+ days ago,2022-05-18,,"As a Pricing Trading Analyst intern, you will work closely with the VP Product, Director Data & your fellow pricing team and conduct a range of data-driven…",https://sg.indeed.com/rc/clk?jk=6dd65453d43e73f9&fccid=2eb767878cfa2ae2&vjs=3
"Global Reporting Analyst, Trade & Capital Markets",Cargill,Singapore,Posted21 days ago,2022-05-18,,"Responsible for specific tasks or project goals relating to improving data quality, cleaning data, and enhancing data integrity and usefulness.",https://sg.indeed.com/rc/clk?jk=49e86b286df789a1&fccid=d7d9a8241ba2f3ec&vjs=3
AVP – Data Analytics (Internal Audit),Maybank,Singapore,Posted4 days ago,2022-05-18,,"Strong analytical & data modelling skill including mining data, interpreting results, working with statistics, trends.",https://sg.indeed.com/rc/clk?jk=93ece9c372b06cfb&fccid=857a94c1e0fd1013&vjs=3
Manager (Information Analysis – MINDEF Communications),Ministry of Defence Singapore,Singapore,Posted30+ days ago,2022-05-18,,"You must have a tertiary qualification in science and technology (information and communication technology, digital media, information science etc), social…",https://sg.indeed.com/rc/clk?jk=ef8b3951aba26ca8&fccid=99383bc2cc2d5975&vjs=3
Data Analyst,Experis Singapore,Singapore,Posted11 days ago,2022-05-18,"$4,000 - $6,000 a month","Proficiency in mysql; knowledge of data analysis techniques.
: R1656741Please note that your response to this advertisement and communications with us pursuant…",https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbLEAfUJ_8-EnULjJ15l1k6LfB5RD9Ew3x4SlXgqMriw8oywaHohqK_bfr-pESj-g41-LIuWdHwjwINpTTxyUy3seGBAA6Yw5jliy0iS6N36OyEGoIGAIVKCBrxr3oTSp9IObyOyS8zSm6oPId9RjUDtRglJ3YMkszSTaIwucaMCSyzKyrh55VYN4esXucFXcqTKfSVKh9b5LLyUt8rf6WxEFRq-iQtSE2A3ipFeWUYxAJn6GGAdFQLLzj59zmBvAL8xa_2HrawmDJpPfJ6GL3DZk-coiPS1iuVlG5FzuSJYIHjIJqNOqD0wUnrUS8UPa-bak0Om_RVL8gK50Q9_UDNQoerH9YVDbN1SscGYAycoH_m0NGcx82yLdTnNknjdqLwpnyq0wdrEv5Hsw12AltQIQUcH-C_uXxOf_ENaGx6kR6qWoFYRx7nsRsCUA1CHX7URH9cIIQSSOQcC819EbmKPryXyoJr1rGFARZ4z1mXRzoJo9SRflMsT2xljVw5YPH2yiu2ZJOsZY7Yjkn1fjLpoDamvCg332hwqAmmf6He9hS5tfZne6hQ17H8aEEXWAk2YIloHsyWphZkf2bXEYekx_jSZYlaWPTz3w9CWbHsTm2XMD2zwiqln977OiUDx0QAoT-juacd3kiANtZjYF_plwjJUo3iTD2lnokZawhJVy5wZ1J9IGW&p=8&fvj=0&vjs=3
